OWNER_NAME,Borough,Latitude,Longitude
"ALDERTON HOUSE, INC.",MANHATTAN,40.750004,-73.980435
"PONTE GADEA PARK, LLC",MANHATTAN,40.74976,-73.979403
24 E 39 LLC,MANHATTAN,40.750636,-73.980063
16 EAST 39TH STREET LLC,MANHATTAN,40.751141,-73.981254
"SLC2 HOLDINGS, LLC",MANHATTAN,40.750652,-73.980052
"MI PARK 201, LLC",MANHATTAN,40.736644,-73.988944
54-56 IRVING PLACE LLC,MANHATTAN,40.736098,-73.987215
SCHOOL OF VISUAL ARTS INC,MANHATTAN,40.737679,-73.986234
GPH PARTNERS LLC,MANHATTAN,40.738315,-73.985616
"BLDG PARTNERSHIP, 76 L.P.",MANHATTAN,40.739416,-73.984498
ACE 318 CORP,MANHATTAN,40.73935,-73.982787
NEW YORK UNIVERSITY,MANHATTAN,40.739298,-73.982823
"DEMETRIOS & FANIA SAMUEL, LLC",MANHATTAN,40.740591,-73.985237
"CHU, SU FENG",MANHATTAN,40.739973,-73.982329
DELEX BUILDING LLC,MANHATTAN,40.741043,-73.983617
EAST 26 STREET & PARK AVE REALTY,MANHATTAN,40.742218,-73.984872
"HISTORIC INNS OF NEWYORK CITY,",MANHATTAN,40.74283,-73.982912
PARK AVENUE HOSPITALITY LLC,MANHATTAN,40.744178,-73.983443
AUEVILLA HOLDINGS LLC,MANHATTAN,40.743791,-73.983237
YESHIVA UNIVERSITY,MANHATTAN,40.743511,-73.982573
G2 MGMT LLC                   HOTEL AMER ICA,MANHATTAN,40.743969,-73.981483
"LEXINGTON ASSOCIATES,",MANHATTAN,40.744762,-73.981754
MPA32 INC.,MANHATTAN,40.745465,-73.981512
555 EUO,MANHATTAN,40.747432,-73.976891
"303 LEXINGTON AVENUE CO., LLC",MANHATTAN,40.748607,-73.978104
"ST. GILES HOTEL, LLC",MANHATTAN,40.749631,-73.97767
"ST. GILES HOTEL, LLC",MANHATTAN,40.749779,-73.978024
BD POD 39 LLC,MANHATTAN,40.74937,-73.976999
149 EAST 39TH STREET LLC,MANHATTAN,40.749318,-73.976873
LH 99 LLC,MANHATTAN,40.749952,-73.976519
BEDFORD-WCR LLC,MANHATTAN,40.750402,-73.977591
CORAL CRYSTAL LLC,MANHATTAN,40.733391,-73.987097
BEST INNS USA LLC,MANHATTAN,40.733106,-73.986711
FRIENDS HOME ASSOCIAT,MANHATTAN,40.733638,-73.985852
"17TH ST. PROPERTY CO.,",MANHATTAN,40.734761,-73.984711
"OCEAN DRIVE REALTY ASSOCIATES,",MANHATTAN,40.738603,-73.982582
"EAST SIDE INN,",MANHATTAN,40.739586,-73.982589
UNAVAILABLE OWNER,MANHATTAN,40.732189,-73.984539
BOOTH 15 PROPERTY LLC,MANHATTAN,40.732592,-73.983417
"407 FIRST DORMITORY, LLC",MANHATTAN,40.737826,-73.978717
NEW YORK UNIVERSITY,MANHATTAN,40.73877,-73.979045
NEW YORK UNIVERSITY,MANHATTAN,40.738797,-73.979114
NEW YORK UNIVERSITY,MANHATTAN,40.739118,-73.977941
NYU LANGONE HOSPITALS,MANHATTAN,40.742233,-73.974659
"41ST MIDTOWN, LLC",MANHATTAN,40.754529,-73.985458
"FCH HH KNICKERBOCKER OWNER, L.P.",MANHATTAN,40.755569,-73.986465
"DIAMONDROCK TIMES SQUARE OWNER, LLC",MANHATTAN,40.755338,-73.985313
PATRICIA HAMILTON AS,MANHATTAN,40.756022,-73.984808
THE WOODSTOCK HOUSING DEVELOPMENT FUND C ORPORATION,MANHATTAN,40.755873,-73.984454
O & O PROPERTIES CORP,MANHATTAN,40.756461,-73.983952
MANHATTAN INITIATIVEINC.,MANHATTAN,40.75654,-73.98414
CDL WEST 45TH STREETL.P.,MANHATTAN,40.75673,-73.984548
"CDL WEST 45TH STREET,",MANHATTAN,40.75657,-73.984169
METROPOLITIAN TIMES SQUARE ASSOCIATES LL C,MANHATTAN,40.756491,-73.983977
B.K.B.W. REALTY CORP.,MANHATTAN,40.757218,-73.983786
HHC TS REIT LLC,MANHATTAN,40.757268,-73.983854
FERRADO QT LLC,MANHATTAN,40.757163,-73.983613
119 W 45TH MANAGEMENT LLC,MANHATTAN,40.757114,-73.983494
S & G HOTEL CORP,MANHATTAN,40.757026,-73.983291
"WEST 46TH STREET HOTEL, LLC",MANHATTAN,40.757781,-73.983197
"KEY HOTELS, LLC",MANHATTAN,40.757811,-73.98323
47TH HOTEL ASSOCIATES LLC,MANHATTAN,40.758428,-73.982789
47TH HOTEL ASSOCIATES LLC,MANHATTAN,40.758461,-73.982869
"TIMES SQUARE HOTEL OWNER, LLC",MANHATTAN,40.759055,-73.98471
1568 BROADWAY ASSOCIATES,MANHATTAN,40.759055,-73.98471
"TIMES  SQUARE HOTEL OWNER, LLC",MANHATTAN,40.759055,-73.98471
20 TSQ GROUNDCO LLC,MANHATTAN,40.759293,-73.984543
157 WEST 47TH STREET HOTEL OWNER LP,MANHATTAN,40.758678,-73.983342
CLARITY 47 LLC,MANHATTAN,40.758577,-73.9831
"KCPC AQUISITION, INC.",MANHATTAN,40.759293,-73.982854
"49TH ST. REALTY CO.,       A LTD LIAB. C OMPANY",MANHATTAN,40.759798,-73.982172
STARHOTELS INTL CORP,MANHATTAN,40.761431,-73.982142
"HOST MARRIOTT, L.P.",MANHATTAN,40.762674,-73.982095
HLT NY HILTON LLC,MANHATTAN,40.762218,-73.978742
"HNY CLUB SUITES OWNERS ASSOCIATION, INC.",MANHATTAN,40.762218,-73.978742
HILTON RESORTS CORPORATION,MANHATTAN,40.762218,-73.978742
"TORRES, JOSE L",MANHATTAN,40.762218,-73.978742
HILTON RESORTS CORPORATION,MANHATTAN,40.762218,-73.978742
BLACK PUMICE D 2015 LLC,MANHATTAN,40.763245,-73.980582
B2D2 GORHAM,MANHATTAN,40.76358,-73.979474
WELLINGTON HOTEL CO,MANHATTAN,40.764313,-73.980903
160 WEST 56TH STREET REALTY LLC,MANHATTAN,40.76456,-73.979867
PARKER57 LLC,MANHATTAN,40.764074,-73.978669
"HALL, LARRY J",MANHATTAN,40.764455,-73.977532
"RICLAND, L.L.C.",MANHATTAN,40.764688,-73.978095
CALVARY BAPTIST CHURC,MANHATTAN,40.764705,-73.978084
HILTON RESORTS CORPORATION,MANHATTAN,40.764427,-73.977131
NEW HAMPTON LLC,MANHATTAN,40.765668,-73.978315
"PH NEW YORK, L.L.C.",MANHATTAN,40.765205,-73.979279
THE NEW YORK ATHLETIC,MANHATTAN,40.766256,-73.979491
"SHR ESSEX HOUSE, LLC",MANHATTAN,40.766613,-73.978473
EH1 LLC,MANHATTAN,40.766613,-73.978473
"SHR ESSEX HOUSE, LLC",MANHATTAN,40.766613,-73.978473
560 SEVENTH AVENUE OWNER PRIMARY LLC,MANHATTAN,40.754971,-73.988392
NEDERLANDER THEATRICAL,MANHATTAN,40.755597,-73.987999
"WOODBRANCH TIMES SQUARE, LLC",MANHATTAN,40.755717,-73.98828
SUNSTONE 42ND STREET LLC,MANHATTAN,40.756747,-73.988659
250 WEST 43 OWNER LLC,MANHATTAN,40.757309,-73.987901
WESTIN HOTEL,MANHATTAN,40.757482,-73.988309
700 MILFORD HOLDINGS LLC,MANHATTAN,40.758663,-73.988738
UNAVAILABLE OWNER,MANHATTAN,40.758267,-73.985468
BECKER-PARAMOUNT FEE LLC,MANHATTAN,40.759132,-73.986348
"EDISON MANAGEMENT CO., L.L.C.",MANHATTAN,40.759008,-73.986052
"INTELL TIMES SQUARE, LLC.",MANHATTAN,40.759247,-73.985168
234 WEST 48 LLC,MANHATTAN,40.760454,-73.985655
SHERWOOD 48 ASSOCIATES,MANHATTAN,40.75931,-73.984857
"1609-11 BROADWAY, LLC",MANHATTAN,40.760375,-73.985189
HOTEL FORREST AFFILIATES,MANHATTAN,40.761014,-73.985052
"MAYFAIR HOTEL ASSOCIATES, LLC",MANHATTAN,40.761124,-73.985312
"RPH HOTELS 48TH STREET OWNERS,LLC",MANHATTAN,40.761127,-73.98694
218 WEST 50 ST GARAGE CORP,MANHATTAN,40.761613,-73.984521
ALI BABA HOTEL CORP,MANHATTAN,40.761654,-73.984619
UNAVAILABLE OWNER,MANHATTAN,40.761102,-73.985218
UNAVAILABLE OWNER,MANHATTAN,40.761102,-73.985218
"M&C NEW YORK TIMES SQUARE EAT II, LLC",MANHATTAN,40.762164,-73.983575
"MTS NY PROPCO, L.P.",MANHATTAN,40.762159,-73.983557
BRYANT ASSOCIATES,MANHATTAN,40.763781,-73.982611
"237 WEST 54 OWNER, L.L.C.",MANHATTAN,40.764264,-73.982997
WOODWARD AFFLILIATES,MANHATTAN,40.764538,-73.982279
GRANITE 1717 HOTEL LLC,MANHATTAN,40.764291,-73.982824
UNAVAILABLE OWNER,MANHATTAN,40.764953,-73.982705
PARADISE RELATY CORP.,MANHATTAN,40.765666,-73.982499
940 8TH AVENUE LLC,MANHATTAN,40.765782,-73.983546
HCI-CERBERUS PCNY OWNER LP,MANHATTAN,40.764521,-73.980773
T PARK CENTRAL LLC,MANHATTAN,40.764521,-73.980773
"VIGNOLA, JANET",MANHATTAN,40.764521,-73.980773
"EVANS, SUE ELLEN",MANHATTAN,40.764521,-73.980773
"TERRIBILE, PHIL",MANHATTAN,40.764521,-73.980773
"RUDORFER, BENNETT",MANHATTAN,40.764521,-73.980773
THE MANHATTAN CLUB TIMESHARE ASSOCIATION  INC.,MANHATTAN,40.764521,-73.980773
"THE MANHATTAN CLUB TIMESHARE ASSOCIATION , INC.",MANHATTAN,40.764521,-73.980773
"GIAQUINTO, TRUSTEE, FRANK",MANHATTAN,40.764521,-73.980773
T PARK CENTRAL LLC,MANHATTAN,40.764521,-73.980773
T PARK CENTRAL LLC,MANHATTAN,40.764521,-73.980773
"BOVE, JAMES J",MANHATTAN,40.764521,-73.980773
"VIN NY NY, LLC",MANHATTAN,40.764521,-73.980773
THE MANHATTAN CLUB TIMESHARE ASSOCIATION,MANHATTAN,40.764521,-73.980773
"JAB PROPERTY INVESTMENTS, LLC",MANHATTAN,40.764521,-73.980773
"SYKORA, TRUSTEE, CONSTANCE L",MANHATTAN,40.764521,-73.980773
T PARK CENTRAL LLC,MANHATTAN,40.764521,-73.980773
"VIN NY NY LLC, A FLORIDA LIMITED LIABILI TY COMPANY",MANHATTAN,40.764521,-73.980773
KELLY M. MICHAEL LIVING TRUST,MANHATTAN,40.764521,-73.980773
T PARK CENTRAL LLC,MANHATTAN,40.764521,-73.980773
T PARK CENTRAL LLC,MANHATTAN,40.764521,-73.980773
THE LAURETTA ALIO IRREVOCABLE TRUST,MANHATTAN,40.764928,-73.980752
HOLIDAY EQUITY LLC,MANHATTAN,40.764928,-73.980752
"ADAMSON, ELLEN SUSAN",MANHATTAN,40.764928,-73.980752
"ROSENTHAL, JOEL M",MANHATTAN,40.764928,-73.980752
T PARK CENTRAL LLC,MANHATTAN,40.764928,-73.980752
THE WOLIN FAMILY TRUST U/A/D 04-02-91,MANHATTAN,40.764928,-73.980752
"VIN NY NY, LLC",MANHATTAN,40.764928,-73.980752
"T. PARK CENTRAL, LLC",MANHATTAN,40.764928,-73.980752
THE PAYERLE FAMILY TRUST,MANHATTAN,40.764928,-73.980752
"JAB PROPERTY INVESTMENTS, LLC, A TENNESS EE LIMITED",MANHATTAN,40.764928,-73.980752
VACATION TRUST INC,MANHATTAN,40.764928,-73.980752
"TUCARELLA, JOSEPH",MANHATTAN,40.764928,-73.980752
"COSTA, VINICIUS NOGUEIRA",MANHATTAN,40.764928,-73.980752
"LOWRY, SUSAN WINN",MANHATTAN,40.764928,-73.980752
"BEAUCHAMP, RONALD",MANHATTAN,40.764928,-73.980752
"VIN NY NY, LLC",MANHATTAN,40.764928,-73.980752
T. PARK CENTRAL LLC,MANHATTAN,40.764928,-73.980752
VIRENDRA J JUTHANI TRUSTEE,MANHATTAN,40.764928,-73.980752
"SCIACCA, TRUSTEE, RICHARD D",MANHATTAN,40.764928,-73.980752
"VIN NY NY LLC, A FLORIDA LIMITED LIABILI TY COMPANY",MANHATTAN,40.764928,-73.980752
"HANSON HOLDINGS, LLC",MANHATTAN,40.764928,-73.980752
"LUONGO, MARIANNA",MANHATTAN,40.764928,-73.980752
"WALKER, WILLIAM",MANHATTAN,40.764928,-73.980752
"GALIGER, GERARD J",MANHATTAN,40.764928,-73.980752
"FISHER, GARY T",MANHATTAN,40.764928,-73.980752
"VIN NY NY, LLC",MANHATTAN,40.764928,-73.980752
"VIN NY NY LLC, A FLORIDA LIMITED LIABILI TY COMPANY",MANHATTAN,40.764928,-73.980752
"T. PARK CENTRAL, LLC",MANHATTAN,40.764928,-73.980752
T. PARK CENTRAL LLC,MANHATTAN,40.764928,-73.980752
"VIN NY NY, LLC",MANHATTAN,40.764928,-73.980752
"RIOS, RAFAEL",MANHATTAN,40.764928,-73.980752
T PARK CENTRAL LLC,MANHATTAN,40.764928,-73.980752
THE DIEDRICK FAMILY TRUST RESTATED 5/25/ 2006,MANHATTAN,40.764928,-73.980752
"LOMONACO, CHARLES",MANHATTAN,40.764928,-73.980752
THE ANNE W. COMPTON REVOCABLE TRUST AGRE EMENT,MANHATTAN,40.764928,-73.980752
HERBERT D. RUBENSTEIN,MANHATTAN,40.764928,-73.980752
CYNTHIA M TOMLINSON REVOCABLE FAMILY TRU ST,MANHATTAN,40.764928,-73.980752
THE MANHATTAN CLUB,MANHATTAN,40.764928,-73.980752
"VIN NY NY, LLC",MANHATTAN,40.764928,-73.980752
"VIN NY NY, LLC",MANHATTAN,40.764928,-73.980752
THE MANHATTAN CLUB TIMESHARE ASSOCIATION,MANHATTAN,40.764928,-73.980752
THE ALEC C. DAVIS REVOCABLE LIVING TRUST,MANHATTAN,40.764928,-73.980752
"VIN NY NY, LLC",MANHATTAN,40.764928,-73.980752
CIBINIC FAMILY HOLDINGS LLC,MANHATTAN,40.764928,-73.980752
"THE MANHATTAN CLUB TIMESHARE ASSOCIATION , INC.",MANHATTAN,40.764928,-73.980752
"ALAN L.POHL, M.D. AND CAROL C. POHL, M.D . REVOCABL",MANHATTAN,40.764928,-73.980752
JMG REALTY HOLDINGS LLC,MANHATTAN,40.764928,-73.980752
"CRAIG W.T. ESTRADA, AS TRUSTEE",MANHATTAN,40.764928,-73.980752
"VIN NY NY, LLC",MANHATTAN,40.764928,-73.980752
T PARK CENTRAL LLC,MANHATTAN,40.764928,-73.980752
"KING, HEATHER E",MANHATTAN,40.764928,-73.980752
"WILSON, CHRISTOPHER N",MANHATTAN,40.764928,-73.980752
"FALLACARO, BETSY",MANHATTAN,40.764928,-73.980752
"VIN NY NY , LLC, A FLORIDA LIMITED LIABI LITY COMPA",MANHATTAN,40.764928,-73.980752
"SEAMAN, CAROL M",MANHATTAN,40.764928,-73.980752
"VI NETWORK INC, A FLORIDA CORPORATION",MANHATTAN,40.764928,-73.980752
DAC AUDIT SERVICES LLC,MANHATTAN,40.764928,-73.980752
TANG-FONG FRANK WONG,MANHATTAN,40.764928,-73.980752
"VIN NY NY, LLC",MANHATTAN,40.764928,-73.980752
THE MICHAEL G POTAPOW REVOCABLE TRUST DT D 12/10/98,MANHATTAN,40.764928,-73.980752
"VIN NY NY, LLC",MANHATTAN,40.764928,-73.980752
"MANN, KATHLEEN",MANHATTAN,40.764521,-73.980773
"ARD HOLDINGS, LLC",MANHATTAN,40.764521,-73.980773
"VOLPE, MATTHEW",MANHATTAN,40.764521,-73.980773
"VIN NY NY, LLC",MANHATTAN,40.764521,-73.980773
"EDWARDS, BREALAND L",MANHATTAN,40.764521,-73.980773
"HILLIS, MARTIN R",MANHATTAN,40.764521,-73.980773
T PARK CENTRAL LLC,MANHATTAN,40.764521,-73.980773
"VIN NY NY, LLC",MANHATTAN,40.764521,-73.980773
VACATION TRUST. INC,MANHATTAN,40.764521,-73.980773
"LOVE, ADAM",MANHATTAN,40.764521,-73.980773
"VIN NY NY, LLC",MANHATTAN,40.764521,-73.980773
"STANFORD, TOM",MANHATTAN,40.764521,-73.980773
"VIN NY NY, LLC",MANHATTAN,40.764521,-73.980773
BARRY B BERKOWITZ REVOCABLE TRUST I DATE D 1/20/12,MANHATTAN,40.764521,-73.980773
"VIN NY NY, LLC",MANHATTAN,40.764521,-73.980773
"TURNER, MARK",MANHATTAN,40.764521,-73.980773
T. PARK CENTRAL,MANHATTAN,40.764521,-73.980773
THE ANNE M. WILDING IRREVOCABLE TRUST,MANHATTAN,40.764521,-73.980773
"HATCHETT, STEPHANIE",MANHATTAN,40.764521,-73.980773
T PARK CENTRAL LLC,MANHATTAN,40.764521,-73.980773
"CALDWELL, HOWARD",MANHATTAN,40.764521,-73.980773
"ANGELL, ROBERT A",MANHATTAN,40.764521,-73.980773
WILLIAM D BENJAMIN JR LIVING TRUST,MANHATTAN,40.764521,-73.980773
"WERKHEISER, SANDRA J",MANHATTAN,40.764521,-73.980773
"VIN NY NY, LLC",MANHATTAN,40.764521,-73.980773
"VIN NY NY, LLC",MANHATTAN,40.764521,-73.980773
"VIN NY NY, LLC",MANHATTAN,40.764521,-73.980773
"WAITHE, SINCLAIR",MANHATTAN,40.764521,-73.980773
"LUMER, MARC",MANHATTAN,40.764521,-73.980773
"BLAKE, THADDEUS M",MANHATTAN,40.764521,-73.980773
"D.U.M.P. BROS, LLC",MANHATTAN,40.764521,-73.980773
"SABO, DANIEL A",MANHATTAN,40.764521,-73.980773
"PERSING, RUBY N",MANHATTAN,40.764521,-73.980773
"FORERITZ PROPERTY, LLC",MANHATTAN,40.764521,-73.980773
SIX WHITES FAMILY LLC,MANHATTAN,40.764521,-73.980773
FINB LTD.,MANHATTAN,40.764521,-73.980773
"VIN NY NY, LLC",MANHATTAN,40.764521,-73.980773
VIN NY NY LLC,MANHATTAN,40.764521,-73.980773
T. PARK CENTRAL LLC,MANHATTAN,40.764521,-73.980773
"DIETTERICK, SCOTT A",MANHATTAN,40.764521,-73.980773
THE MANHATTAN CLUB TIMESHARE ASSOC.,MANHATTAN,40.764521,-73.980773
"VIN NY NY, LLC",MANHATTAN,40.764521,-73.980773
"GLENN R. BUCHER, TRUSTEE",MANHATTAN,40.764521,-73.980773
THE WEINER FAMILY TRUST DATED 2/10/1983  REINSTATED,MANHATTAN,40.764521,-73.980773
THE COHEN FAMILY TRUST,MANHATTAN,40.764521,-73.980773
"IANNIELLO, NADINE  E",MANHATTAN,40.764521,-73.980773
CIBINIC FAMILY HOLDINGS LLC,MANHATTAN,40.764521,-73.980773
T PARK CENTRAL LLC,MANHATTAN,40.764521,-73.980773
O PARK CENTRAL LLC,MANHATTAN,40.764521,-73.980773
"HABER, LAWRENCE",MANHATTAN,40.764521,-73.980773
"CALVIN, TULIN",MANHATTAN,40.764521,-73.980773
"VIN NY NY LLC, A FLORIDA LIMITED LIABILI TY COMPANY",MANHATTAN,40.764521,-73.980773
"KANTEY, NAOMI",MANHATTAN,40.764521,-73.980773
TEN THOUSAND DAYS TRUST DATED 2/11/2014,MANHATTAN,40.764521,-73.980773
"BASS, BARRY",MANHATTAN,40.764521,-73.980773
THE MANHATTAN CLUB,MANHATTAN,40.764521,-73.980773
T PARK CENTRAL LLC,MANHATTAN,40.764521,-73.980773
"CROMIE, MICHAEL",MANHATTAN,40.764521,-73.980773
"LAMONTE, MICHAEL",MANHATTAN,40.764521,-73.980773
"CONTINENTAL HOLDINGS, LLC",MANHATTAN,40.764521,-73.980773
"VIN NY NY LLC, A FLORIDA LIMITED LIABILI TY COMPANY",MANHATTAN,40.764521,-73.980773
HOLIDAY EQUITY LLC,MANHATTAN,40.764521,-73.980773
"CUMELLA, TTEE, JOSEPH",MANHATTAN,40.764521,-73.980773
T PARK CENTRAL LLC,MANHATTAN,40.764521,-73.980773
"HOBBS, MARITA",MANHATTAN,40.764521,-73.980773
"WEISENBERG, DIANE",MANHATTAN,40.764521,-73.980773
RICHARD A. SBASCHNIG,MANHATTAN,40.764521,-73.980773
"VIN NY NY, LLC",MANHATTAN,40.764521,-73.980773
LEGACY FAMILY TRUST,MANHATTAN,40.764521,-73.980773
"EVENHUIS, JAMES R",MANHATTAN,40.764521,-73.980773
"RAFALA, ANTHONY J",MANHATTAN,40.764521,-73.980773
"IRAHETA, TIFFANY BERKSHIRE",MANHATTAN,40.764521,-73.980773
"BERMAN, LEO",MANHATTAN,40.764521,-73.980773
"VIN NY NY, LLC",MANHATTAN,40.764521,-73.980773
"WIDE WORLD VACATIONS, INC.",MANHATTAN,40.764521,-73.980773
"VIN NY NY, LLC",MANHATTAN,40.764521,-73.980773
"KORNFELD, LELAND E",MANHATTAN,40.764521,-73.980773
"SCIARRINO, RUTH ELLEN",MANHATTAN,40.764521,-73.980773
"VIN NY NY, LLC",MANHATTAN,40.764521,-73.980773
"VIN NY NY, LLC",MANHATTAN,40.764521,-73.980773
"VIN NY NY LLC, A FLORIDA LIMITED LIABILI TY COMPANY",MANHATTAN,40.764521,-73.980773
"T. PARK CENTRAL, LLC",MANHATTAN,40.764521,-73.980773
"HANSON HOLDINGS, LLC",MANHATTAN,40.764521,-73.980773
"TUCKER, ROBERT",MANHATTAN,40.764521,-73.980773
"VIN NY NY LLC, A FLORIDA LIMITED LIABILI TY COMPANY",MANHATTAN,40.764521,-73.980773
O PARK CENTRAL LLC,MANHATTAN,40.764521,-73.980773
"VIN NY NY, LLC",MANHATTAN,40.764521,-73.980773
"CARROLL, THOMAS E",MANHATTAN,40.764521,-73.980773
"SPODAK, RUTH B",MANHATTAN,40.764521,-73.980773
THE MANHATTAN CLUB,MANHATTAN,40.764521,-73.980773
"NELSON, WALTER R",MANHATTAN,40.764521,-73.980773
THE MANHATTAN CLUB TIMESHARE,MANHATTAN,40.764521,-73.980773
"BRYANT, TERI K",MANHATTAN,40.764521,-73.980773
THE DONALD J. AURIEMMA RLT DTD 10/6/09,MANHATTAN,40.764521,-73.980773
VIN NY NY LLC,MANHATTAN,40.764521,-73.980773
MANHATTAN CLUB TIMESHARE ASSOCIATIO,MANHATTAN,40.764521,-73.980773
"SEELMANN, AMANDA",MANHATTAN,40.764521,-73.980773
"VIN NY NY, LLC",MANHATTAN,40.764521,-73.980773
"VIN NY NY LLC, A FLORIDA LIMITED LIABILI TY COMPANY",MANHATTAN,40.764521,-73.980773
T PARK CENTRAL LLC,MANHATTAN,40.764521,-73.980773
"VIN NY NY, LLC",MANHATTAN,40.764521,-73.980773
T PARK CENTRAL LLC,MANHATTAN,40.764521,-73.980773
THE SACKETT FAMILY TRUST,MANHATTAN,40.764521,-73.980773
JOHN C. & MARY A. CONLON LEGACY WEALTH T RUST,MANHATTAN,40.764521,-73.980773
"GUARCELLO, DANIELLE",MANHATTAN,40.764521,-73.980773
"VIN NY NY, LLC A FLORIDA LIMITED LIABILI TY COMPANY",MANHATTAN,40.764521,-73.980773
THE DANIEL T. DYROFF IRREVOCABLE TRUST,MANHATTAN,40.764521,-73.980773
T PARK CENTRAL LLC,MANHATTAN,40.764521,-73.980773
T PARK CENTRAL LLC,MANHATTAN,40.764521,-73.980773
"YOUNG FAMILY TRUST A, DATED MAY 15, 2003",MANHATTAN,40.764521,-73.980773
MARY VIRGINIA POULTON REVOCABLE TRUST,MANHATTAN,40.764521,-73.980773
"VIN NY NY, LLC",MANHATTAN,40.764521,-73.980773
"STILLWELL, FRED A",MANHATTAN,40.764521,-73.980773
WIDE WORLD VACATIONS INC.,MANHATTAN,40.764521,-73.980773
THOMPSON ERICKSON LIVING TRUST DATED 12/ 06/2010,MANHATTAN,40.764521,-73.980773
"HANCOCK, INGRID ANNE",MANHATTAN,40.764521,-73.980773
"FRIEDMAN, JAMES",MANHATTAN,40.764521,-73.980773
"CURRAN, ERNEST  J",MANHATTAN,40.764521,-73.980773
"VIN NY NY, LLC",MANHATTAN,40.764521,-73.980773
O PARK CENTRAL LLC,MANHATTAN,40.764521,-73.980773
"MORACCI, CLAUDIA",MANHATTAN,40.764521,-73.980773
"VIN NY NY, LLC",MANHATTAN,40.764521,-73.980773
THE SAMUEL PONCZAK REVOCABLE TRUST,MANHATTAN,40.764521,-73.980773
"VIN NY NY, LLC",MANHATTAN,40.764521,-73.980773
DUBAI HOLDINGS LLC,MANHATTAN,40.764521,-73.980773
"LETENDRE, TRUSTEE, ROBERT P",MANHATTAN,40.764521,-73.980773
"HARRINGTON, DAWN",MANHATTAN,40.764521,-73.980773
MULVIHILL FAMILY REVOCABLE TRUST,MANHATTAN,40.764521,-73.980773
"MOLYNEUX, DEBORAH S",MANHATTAN,40.764521,-73.980773
"VIN NY NY, LLC",MANHATTAN,40.764521,-73.980773
"SCHENKE, TRUSTEE, EDMUND V.F.",MANHATTAN,40.764521,-73.980773
"VIN NY NY, LLC",MANHATTAN,40.764521,-73.980773
"RUTHKO, JUDITH M",MANHATTAN,40.764521,-73.980773
"VIN NY NY, LLC",MANHATTAN,40.764521,-73.980773
"VIN NY NY, LLC",MANHATTAN,40.764521,-73.980773
T PARK CENTRAL LLC,MANHATTAN,40.764521,-73.980773
O PARK CENTRAL LLC,MANHATTAN,40.764521,-73.980773
"TRONCELLITI, KATHLEEN  Y",MANHATTAN,40.764521,-73.980773
"ZELLMER, DAVID B",MANHATTAN,40.764521,-73.980773
ANN MARIE COLBY REVOCABLE TRUST DATED 8/ 11/98,MANHATTAN,40.764521,-73.980773
"MINTER, ALAN G",MANHATTAN,40.764521,-73.980773
THE MANHATTAN CLUB TIMESHARE ASSOCIATION,MANHATTAN,40.764521,-73.980773
"VIN NY NY, LLC",MANHATTAN,40.764521,-73.980773
MANHATTAN CLUB TIMESHARE ASSOCIATIO,MANHATTAN,40.764521,-73.980773
"LINTERN, DAVID",MANHATTAN,40.764521,-73.980773
"CLEMMER, RONALD L",MANHATTAN,40.764521,-73.980773
"SANCHEZ, CELSO J",MANHATTAN,40.764521,-73.980773
"LO, TIMOTHY",MANHATTAN,40.764521,-73.980773
"GIBBONS, CHRISTOPHER",MANHATTAN,40.764521,-73.980773
"BEE JR., WILLIAM P",MANHATTAN,40.764521,-73.980773
"BROD, CARLENE M",MANHATTAN,40.764521,-73.980773
"VIN NY NY, LLC",MANHATTAN,40.764521,-73.980773
"SUMNER, ROBERT C",MANHATTAN,40.764521,-73.980773
"GRUBB, TIMOTHY W",MANHATTAN,40.764521,-73.980773
T PARK CENTRAL LLC,MANHATTAN,40.764521,-73.980773
"VIN NY NY, LLC",MANHATTAN,40.764521,-73.980773
"PAUL GAGLIOTI, JR.",MANHATTAN,40.764521,-73.980773
"VIN NY NY, LLC",MANHATTAN,40.764521,-73.980773
"BUTLER, ANNE M",MANHATTAN,40.764521,-73.980773
"TAYLOR, MYRNA F",MANHATTAN,40.764521,-73.980773
"SKONIECZNY, AGLAE GUIMARAES",MANHATTAN,40.764521,-73.980773
"HILLYER, JUSTIN C",MANHATTAN,40.764521,-73.980773
"ARD HOLDINGS, LLC",MANHATTAN,40.764521,-73.980773
"KORNBLUTH, MURRAY",MANHATTAN,40.764521,-73.980773
"VIN NY NY, LLC, A FLORIDA LIMITED LIABIL ITY COMPAN",MANHATTAN,40.764521,-73.980773
"VIN NY NY, LLC",MANHATTAN,40.764521,-73.980773
"HUBER, JOHN D",MANHATTAN,40.764521,-73.980773
"ERNST, CAROL M",MANHATTAN,40.764521,-73.980773
"LANE, RUTH E",MANHATTAN,40.764521,-73.980773
"THORE, LYNN",MANHATTAN,40.764521,-73.980773
"MCCAY, SANDRA M",MANHATTAN,40.764521,-73.980773
"GARAVEL, PAUL",MANHATTAN,40.764521,-73.980773
"ROGERS, KEVIN B",MANHATTAN,40.764521,-73.980773
UNAVAILABLE OWNER,MANHATTAN,40.764521,-73.980773
UNAVAILABLE OWNER,MANHATTAN,40.764521,-73.980773
THE MANHATTAN CLUB,MANHATTAN,40.764521,-73.980773
UNAVAILABLE OWNER,MANHATTAN,40.764521,-73.980773
